ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,normalized_rating,normalized_price,Taste,Quality
397,new nallakunta,hyderabad,sri santosh family dhaba,100,4,100,"sweets,fast food",shivamroad,38,0.8,0.058823529,4.6,3
398,west marredpally,hyderabad,magic on tongue,200,4.2,100,north indian  rajasthani  sweets  chaat  indian  snacks  street food  home food,syndicate bank colony  west marredpally,81,0.84,0.117647059,3.6,3.6
399,banjara hills,hyderabad,la pino'z pizza,300,4,1000,pizzas,road number 12,56,0.8,0.176470588,4.4,3
400,tarnaka,hyderabad,rs fast food center,150,3.8,100,"chinese,fast food",nacharam main road,63,0.76,0.088235294,4.4,4.6
401,kothapet,hyderabad,vasireddy swagruha foods,350,4.2,100,sweets  south indian  north indian  snacks,kothapet,54,0.84,0.205882353,2.8,3.6
402,old malakpet,hyderabad,subbayya gari hotel,300,4.1,1000,south indian,sri krupa market malakpet,29,0.82,0.176470588,4.8,3.2
403,moghalpura,hyderabad,chinese hut fast food,150,3.6,100,"chinese,fast food",charminar,45,0.72,0.088235294,3.8,4.8
404,amberpet,hyderabad,deccan chinese fast food,200,2.9,80,"chinese,fast food",uppal ramanthapur amberpet,51,0.58,0.117647059,4.6,3.3
405,padmarao nagar,hyderabad,nitchal grand restaurant,250,2.9,80,"north indian,chinese,tandoor,biryani",padmarao nagar,53,0.58,0.147058824,3.3,4.8
406,amberpet,hyderabad,good lands restaurant,300,4.2,100,"biryani,north indian,south indian,tandoor,chinese",tarnaka nacharam & malkajigiri,60,0.84,0.176470588,4.7,2.6
407,khairtabad,hyderabad,the pani puri monster,100,2.9,80,"indian,chinese,south indian,chaat",anand nagar,56,0.58,0.058823529,3.5,4.3
408,toli chowki,hyderabad,dosa factory,100,4.1,500,south indian,tolochowki cross roads,73,0.82,0.058823529,2.5,3.7
409,koti,hyderabad,svm grand,300,4.2,20,"south indian,north indian,chinese",abids & koti,32,0.84,0.176470588,4.8,3.6
410,kothapet,hyderabad,royal fast food,150,4,20,chinese,kothapet & dilshuknagar,58,0.8,0.088235294,2.7,2.6
411,banjara hills,hyderabad,feranoz,500,4.4,500,"desserts,italian,bakery,snacks,pizzas",zahara nagar banjara hills,59,0.88,0.294117647,3.3,2.6
412,begumpet,hyderabad,bakingo,300,4.2,500,bakery  desserts  beverages  snacks,secunderabad,57,0.84,0.176470588,4.9,3.3
413,jubilee hills,hyderabad,panchakattu dosa,100,4.5,500,south indian,banjara hills,73,0.9,0.058823529,4.9,4.9
414,talab katta,hyderabad,moghal hot spot,200,3.2,20,"biryani,chinese",charminar,52,0.64,0.117647059,3.9,4
415,nalgonda,hyderabad,suprabhat tiffins.,300,4.2,50,south indian  north indian,kothapet & dilsukhnagar,31,0.84,0.176470588,4.1,3.4
416,bowenpally,hyderabad,trio-la patisserie.,300,2.9,80,desserts,kharkhana & trimulgherry,75,0.58,0.176470588,3.6,4
417,toli chowki,hyderabad,mandar restaurant,500,4.1,1000,"north indian,biryani,chinese",tolichowki,59,0.82,0.294117647,3.2,3
418,kothapet,hyderabad,quik cakes.,500,2.9,80,"bakery,desserts",madhapur,56,0.58,0.294117647,3.3,2.9
419,banjara hills,hyderabad,speedy wong,300,3.8,20,chinese,banjara hills,63,0.76,0.176470588,4.2,3.4
420,himayath nagar,hyderabad,the bowl company,300,4.1,1000,"continental,indian,pan-asian,chinese,beverages,desserts",himayath nagar,31,0.82,0.176470588,4.4,4.7
421,koti,hyderabad,mccafe by mcdonald's,250,2.9,80,"beverages,desserts",abits mpm mall,35,0.58,0.147058824,4.5,3.8
422,abids,hyderabad,abids bistro  royalton hotel,450,2.9,80,"chinese,kebabs,north indian,south indian,tandoor",abids & koti,57,0.58,0.264705882,4.5,3.2
423,himayath nagar,hyderabad,cfc chinese food court,200,2.9,80,chinese,himayath nagar,37,0.58,0.117647059,2.7,4.9
424,himayath nagar,hyderabad,breakfast express,200,4.3,100,continental  north indian  south indian  beverages,himayath nagar,33,0.86,0.117647059,3.7,4.5
425,ghansi bazaar,hyderabad,coffee cream,200,4,100,"beverages,fast food,italian,snacks",charminar,47,0.8,0.117647059,2.6,3.3
426,banjara hills,hyderabad,ohri's uppu,400,3,20,"andhra,south indian",banjara hills,68,0.6,0.235294118,3.9,4.9
427,toli chowki,hyderabad,adam bakers,150,3.9,50,bakery,tolichowki,68,0.78,0.088235294,3.6,5
428,jam bagh,hyderabad,swathi mess and dhaba,200,3.9,500,"biryani,chinese,hyderabadi,north indian,indian",abids & koti,31,0.78,0.117647059,4.7,3.5
429,himayatnagar,hyderabad,masala republic,500,4.1,20,"continental,north indian",himayath nagar,41,0.82,0.294117647,3.4,4.1
430,khairtabad,hyderabad,al karam kalyani biryani,200,3.1,20,biryani,somajiguda & khairtabad,55,0.62,0.117647059,2.8,3.5
431,kavadiguda,hyderabad,sri mohans chat,150,4.1,50,"beverages,chaat,fast food,juices,north indian",nallakunta & vidyanagar,40,0.82,0.088235294,2.9,3.1
432,nampally,hyderabad,milan juice centre,150,4,1000,"arabian,juices",nampally,30,0.8,0.088235294,4.4,2.7
433,uppal,hyderabad,tif in,150,3.5,20,snacks  south indian,uppal beerappagada,73,0.7,0.088235294,4,3.2
434,kavadiguda,hyderabad,veerji ka dhaba,200,4.1,100,north indian,himayath nagar,39,0.82,0.117647059,2.8,3.2
435,vijay nagar colony,hyderabad,roosterville,200,3.7,100,indian,santoshnagar & saidabad,68,0.74,0.117647059,2.7,3.5
436,new malakpet,hyderabad,pvr cafe,400,3.5,20,"snacks,fast food,american",kothapet & dilsukhnagar,47,0.7,0.235294118,4.3,3
437,gowliguda,hyderabad,hotel niagara,450,3.9,1000,"haleem,arabian,biryani,tandoor,chinese,indian,desserts,kebabs,mughlai",new area,23,0.78,0.264705882,2.7,4.9
438,asif nagar,hyderabad,lingaiah hotel,200,4.5,100,south indian,mallepally,33,0.9,0.117647059,4.6,2.8
439,kavadiguda,hyderabad,aamantran - mithaaii,200,3.7,50,"chaat,snacks,bakery,sweets",nallakunta & vidyanagar,43,0.74,0.117647059,4.3,4.1
440,khairtabad,hyderabad,anupama hotel,250,3.7,20,"biryani,south indian",banjara hills,45,0.74,0.147058824,2.7,3.6
441,santosh nagar,hyderabad,balaji mithai wala & chat,150,4,100,sweets,santosh nagar,45,0.8,0.088235294,2.7,3.6
442,punjagutta,hyderabad,arya bhavan pure veg,200,4.2,100,indian,nagarjuna hills  punjagutta,53,0.84,0.117647059,5,3.4
443,himayatnagar,hyderabad,stikstof,500,2.9,80,ice cream,himayatnagar,49,0.58,0.294117647,3.4,4.7
444,rani gunj,hyderabad,aashirvad tiffins,200,4.2,500,south indian  fast food  chinese  snacks  juices,begumpet,51,0.84,0.117647059,3.4,3.2
445,himayath nagar,hyderabad,rice++,100,3.9,20,healthy food,narayanguda,33,0.78,0.058823529,4.5,2.6
446,himayath nagar,hyderabad,eggsplode,150,4.2,100,"salads,french,beverages,combo",narayanguda,33,0.84,0.088235294,4.9,4.8
447,himayath nagar,hyderabad,break the bread - sandwiches and burgers,200,3.8,50,"continental,fast food",narayanguda,35,0.76,0.117647059,5,4.7
448,himayath nagar,hyderabad,the burrito bowl,200,4.2,50,mexican  beverages,narayanguda,34,0.84,0.117647059,4.4,3.2
449,banjara hills,hyderabad,lo! - low carb and keto foods,150,4.3,500,healthy food  keto  north indian  continental,devera konda basti,61,0.86,0.088235294,3.4,3.8
450,kharkhana & trimulgherry,hyderabad,brown bear,250,3.4,20,bakery  desserts,kharkhana & trimulgherry,76,0.68,0.147058824,2.7,2.8
451,tarnaka,hyderabad,ssv -tiffin's and snacks,149,4.3,100,south indian  snacks  combo,tarnaka  nacharam & malkajigiri,61,0.86,0.087647059,4.4,2.7
452,banjara hills,hyderabad,cafe niloufer premium lounge,200,4.5,1000,bakery  fast food  snacks  beverages,banjara hills,63,0.9,0.117647059,3.9,4.6
453,dilsukhnagar,hyderabad,telangana inti ruchulu,200,4.3,500,"south indian,telangana,home food",kothapet & dilsukhnagar,52,0.86,0.117647059,3.6,3.5
454,old malakpet,hyderabad,kekiz cake shop,100,3.6,20,bakery,malakpet,39,0.72,0.058823529,4.8,4.2
455,tarnaka,hyderabad,sudarshan reddy pure ghee sweets,200,4.4,100,desserts  sweets,tarnaka  nacharam & malkajigiri,51,0.88,0.117647059,2.8,4.9
456,balkampet,hyderabad,persis cafe,300,4.2,50,indian,ameerpet,66,0.84,0.176470588,3.7,3.1
457,himayatnagar,hyderabad,cheesiaano pizza,300,4,100,"italian,pizzas",vivek nagar chikkadpally,34,0.8,0.176470588,2.5,2.5
458,abids,hyderabad,faasos,200,4,50,"combo,snacks,beverages,desserts",abids,37,0.8,0.117647059,3.7,2.6
459,abids,hyderabad,behrouz biryani,500,3.8,100,"biryani,mughlai,lucknowi,hyderabadi,kebabs,north indian,persian,desserts",abids,36,0.76,0.294117647,2.6,4.3
460,abids,hyderabad,oven story pizza,600,3.9,500,pizzas,abids,37,0.78,0.352941176,2.8,4.8
461,abids,hyderabad,firangi bake,400,3.9,50,"italian,mexican,pastas",abids,39,0.78,0.235294118,2.8,3.7
462,abids,hyderabad,sweet truth - cake and desserts,450,3.9,50,"ice cream,bakery,desserts,beverages",abids,37,0.78,0.264705882,4.1,3.4
463,abids,hyderabad,the good bowl,400,3.9,50,north indian  punjabi  biryani  combo  chinese  beverages  desserts  jain  indian  hyderabadi  mughlai,abids,37,0.78,0.235294118,4.4,3.9
464,abids,hyderabad,the biryani life,250,4,20,"biryani,north indian,chinese",abids,35,0.8,0.147058824,4,4.6
465,abids,hyderabad,lunchbox,200,4.1,100,"north indian,punjabi,combo,biryani,healthy food,jain,thalis,indian,mughlai,desserts",abids,36,0.82,0.117647059,4.9,4.1
466,himayath nagar,hyderabad,eggasm,200,4,20,"chinese,indian",himayath nagar,28,0.8,0.117647059,3.4,3.1
467,kothapet,hyderabad,palamuru grill,600,4.1,1000,"south indian,kebabs,biryani",kothapet & dilsukhnagar,63,0.82,0.352941176,3.2,4.4
468,gowlipura,hyderabad,kitchen maha raja,250,4.3,20,indian,kothapet & dilsukhnagar,52,0.86,0.147058824,4.7,2.8
469,banjara hills,hyderabad,express by ab's,350,3.7,100,"biryani,north indian,chinese,south indian",banjara hills,67,0.74,0.205882353,3.1,2.9
470,new malakpet,hyderabad,burger king,350,4.1,1000,"american,fast food",metro rail mall multiplex,36,0.82,0.205882353,4.9,4
471,himayath nagar,hyderabad,cafe bahar since 1973,300,4,5000,"mughlai,biryani,indian,chinese,tandoor",himayath nagar,29,0.8,0.176470588,2.5,3.1
472,west marredpally,hyderabad,the starter,250,4.4,20,chaat  street food  beverages  home food  salads  snacks,kharkhana & trimulgherry,72,0.88,0.147058824,4.9,4.3
473,new malakpet,hyderabad,mandi king arabian restaurant,500,3.9,1000,"arabian,tandoor,north indian,chinese,desserts",kurmagudasaidabad main road,33,0.78,0.294117647,2.6,3.4
474,banjara hills,hyderabad,sauced up,200,4.4,500,"american,fast food",masab tank,47,0.88,0.117647059,4.7,3.2
475,madannapet colony,hyderabad,rumaan restaurant,300,4,100,"biryani,tandoor,north indian,chinese,kebabs,mughlai",santoshnagar & saidabad,44,0.8,0.176470588,3.8,5
476,lakdikapul,hyderabad,arabella house of arabic & lebanese cuisine,1000,3.7,20,indian,banjara hills,53,0.74,0.588235294,5,2.6
477,lakdikapul,hyderabad,pathemari kerala restaurant,300,4.1,500,"kerala,south indian",nampally metro station,30,0.82,0.176470588,2.7,4.1
478,uppal,hyderabad,seema ruchulu,300,3.6,100,"indian,south indian",uppal,65,0.72,0.176470588,3.9,2.6
479,kavadiguda,hyderabad,tempteas,100,3.4,20,beverages  snacks,nallakunta & vidyanagar,40,0.68,0.058823529,4.9,4.4
480,kothapet,hyderabad,nic natural ice creams,120,4.5,1000,ice cream  desserts,magic spoons enterprises,46,0.9,0.070588235,3.8,3.1
481,begumpet,hyderabad,cakes11,200,4,100,bakery  desserts,banjara hills,62,0.8,0.117647059,4.1,2.7
482,narayanguda,hyderabad,jenny's brownies,300,3.2,20,"desserts,beverages",old mla quarters road,32,0.64,0.176470588,4.2,4.1
483,narayanguda,hyderabad,miami shakes & more,300,3,100,"beverages,desserts",old mla quarters road,31,0.6,0.176470588,3.6,4.3
484,kothapet & dilshuknagar,hyderabad,chung hua estd 1983,300,3.9,500,"chinese,asian,thai,seafood,singaporean",kothapet & dilshuknagar,58,0.78,0.176470588,4.1,4.2
485,new malakpet,hyderabad,melting pot,400,3.7,50,"chinese,north indian",kothapet & dilsukhnagar,43,0.74,0.235294118,4,2.6
486,malakpet,hyderabad,rabiyas kitchen,250,4.2,50,indian,santoshnagar & saidabad,45,0.84,0.147058824,4.8,3.2
487,himayatnagar,hyderabad,a bleu basil,700,4.1,100,indian,himayath nagar,36,0.82,0.411764706,2.6,3.6
488,himayatnagar,hyderabad,zomoz-the momo company,150,4.3,500,"fast food,tibetan,chinese",himayath nagar,31,0.86,0.088235294,3.2,3.2
489,khairtabad,hyderabad,babai express,200,3.7,20,snacks  south indian  telangana,lakdikapul,39,0.74,0.117647059,4.9,4.5
490,punjagutta,hyderabad,cookie man next galleria punjagutta,200,4.1,20,bakery  desserts  australian  snacks,banjara hills,73,0.82,0.117647059,4.7,2.8
491,adikmet,hyderabad,euphoria,800,4.7,100,desserts,himayath nagar,27,0.94,0.470588235,3.6,4
492,khairtabad,hyderabad,ek pyali chai,150,4.2,50,beverages  chaat  desserts  fast food  juices,lakdikapul,36,0.84,0.088235294,4.1,5
493,saidabad,hyderabad,karachi bakery santoshnagar,200,4.6,50,bakery  desserts  fast food  snacks,santoshnagar & saidabad,49,0.92,0.117647059,3.2,4.8
494,banjara hills,hyderabad,nanking c.r - estd 1957,600,4.3,500,indian,banjara hills,75,0.86,0.352941176,3,3.1
495,narayanguda,hyderabad,starboy pizza & shakes,300,3.6,100,"pizzas,american,fast food,desserts,beverages",old mla quarters road,36,0.72,0.176470588,3.7,2.5
496,banjara hills,hyderabad,govi's organic foods,300,4.7,100,sweets  desserts  snacks  home food  indian,khairtabad,45,0.94,0.176470588,3.4,5
497,banjara hills,hyderabad,inox,400,2.9,80,fast food,hyderabad gvk one,64,0.58,0.235294118,4,4.7
498,kachiguda,hyderabad,lassi corner,150,4.1,100,"hyderabadi,desserts,fast food",barkathpura,28,0.82,0.088235294,2.7,4.8
499,himayatnagar,hyderabad,fruitfull,150,4.2,500,healthy food,himayat nagar,28,0.84,0.088235294,4.9,3.5
500,himayatnagar,hyderabad,the belgian waffle co.,200,4.4,500,"desserts,beverages",zee plaza,39,0.88,0.117647059,5,4.4
501,redhills,hyderabad,imperial multi-cuisine restaurant,400,4,1000,"biryani,tandoor,north indian,chinese,kebabs,mughlai",banjara hills,39,0.8,0.235294118,4.2,3
502,himayatnagar,hyderabad,gabru di chaap,300,3.9,100,"fast food,north indian",himayath nagar,35,0.78,0.176470588,3.8,3.5
503,abids & koti,hyderabad,pure veg meals by lunchbox,200,4.2,20,north indian  desserts  biryani,abids,36,0.84,0.117647059,3.3,4.6
504,ameerpet,hyderabad,scoops ameerpet,250,2.9,80,ice cream  desserts  beverages,ameerpet,65,0.58,0.147058824,4.5,2.8
505,gaddiannaram,hyderabad,a-1 chicken pakoda,250,4,1000,"biryani,kebabs,indian,chinese,mughlai,fast food",kothapet & dilsukhnagar,40,0.8,0.147058824,4.2,4.7
506,himayatnagar,hyderabad,the waffle co,200,4.1,100,"ice cream,desserts,beverages",himayathnagar,33,0.82,0.117647059,2.9,3.7
507,banjara hills,hyderabad,hard rock cafe hyderabad,900,4,100,"american,continental,indian",balapur basthi,66,0.8,0.529411765,4.8,3.6
508,habsiguda,hyderabad,r r fast food,150,3.2,20,chinese,uppal,53,0.64,0.088235294,4.6,3.3
509,nacharam,hyderabad,pizza paradise,300,4.3,20,fast food,tarnaka nacharam & malkajigiri,73,0.86,0.176470588,4.9,4.8
510,banjara hills,hyderabad,iqbatan restaurant,500,2.9,80,"arabian,mughlai,indian",banjara hills,57,0.58,0.294117647,4.3,3.8
511,kavadiguda,hyderabad,okra - marriott,1000,3.9,500,"north indian,chinese,biryani",kavadiguda,70,0.78,0.588235294,4,4.5
512,kothapet,hyderabad,gv's hotel godavari,150,4.3,100,indian,kothapet & dilsukhnagar,57,0.86,0.088235294,3.5,4.6
513,banjara hills,hyderabad,superlean meals,300,4.2,100,healthy food  juices  continental,zahra nagar,63,0.84,0.176470588,4.8,4.8
514,toli chowki,hyderabad,the frozen village,300,2.9,80,desserts,tolichowki,84,0.58,0.176470588,4.7,3.3
515,jubilee hills,hyderabad,chopstick chan,200,4.1,50,chinese,madhapur,76,0.82,0.117647059,2.6,3.3
516,kothapet,hyderabad,corner bowls,200,3.1,20,"indian,italian,fast food",sai tirumala nivas green hills colony,62,0.62,0.117647059,2.6,4
517,ameerpet,hyderabad,hd restaurant,150,3.5,20,south indian  chinese  fast food  desserts  beverages,ameerpet,71,0.7,0.088235294,3.4,3.6
518,abids,hyderabad,famous ice cream,150,4.3,500,ice cream,nampally,24,0.86,0.088235294,4.5,4.8
519,basheer bagh,hyderabad,italian express,350,3.4,100,"italian,mongolian,jain",basheer bagh,35,0.68,0.205882353,5,3.5
520,brindavan colony,hyderabad,aaha emi ruchi,400,4.5,20,"biryani,south indian,north indian",santoshnagar & saidabad,65,0.9,0.235294118,2.9,3.7
521,saidabad,hyderabad,klip2deal homefood,200,2.9,80,indian,santoshnagar & saidabad,50,0.58,0.117647059,4,4
522,himayatnagar,hyderabad,haiking chinese restaurant,1000,4.3,500,chinese,himayath nagar,35,0.86,0.588235294,3.5,3.5
523,koti,hyderabad,shree lalla dhaba,350,4.1,100,north indian,abids & koti,27,0.82,0.205882353,4.9,5
524,abids,hyderabad,slay coffee,200,4.1,100,beverages  desserts,abids,40,0.82,0.117647059,4.6,2.7
525,nacharam,hyderabad,tasty dragon - chinese kitchen,200,4.2,100,chinese,uppal,66,0.84,0.117647059,4.6,3.1
526,koti,hyderabad,kolhapuri thaska,100,3.9,20,"indian,fast food",jambagh,42,0.78,0.058823529,3.7,3.3
527,kiran nagar,hyderabad,barbeque nation,600,3.4,100,"north indian,chinese,biryani",kothapet,60,0.68,0.352941176,3.5,2.9
528,ameerpet,hyderabad,chai kings,150,4.5,1000,fast food  combo  desserts  beverages,ameerpet,62,0.9,0.088235294,3.2,3.2
529,nampally,hyderabad,hotel shezan - exhibition ground,200,4.4,100,"indian,biryani,chinese",gandhi bhavan exhibithion ground,29,0.88,0.117647059,2.6,4.4
530,khairtabad,hyderabad,astoria restaurant,300,3.7,20,"biryani,chinese,indian",saifabad,40,0.74,0.176470588,4.7,3.8
531,nampally,hyderabad,voulga restaurant,500,3.7,20,north indian  chinese  biryani  fast food,aghapura,36,0.74,0.294117647,4.5,2.6
532,himayatnagar,hyderabad,saara veg,400,4.2,50,"indian,chinese",himayath nagar,36,0.84,0.235294118,5,5
533,redhills,hyderabad,biryani tales -by rayalaseema ruchulu,399,3.7,20,"biryani,kebabs,hyderabadi,tandoor",banjara hills,39,0.74,0.234705882,5,4
534,redhills,hyderabad,oriental tales - by rayalaseema ruchulu,399,2.9,80,"chinese,pan-asian,seafood,oriental",banjara hills,60,0.58,0.234705882,3.9,2.6
535,punjagutta,hyderabad,spicy punjabi thalis,400,3.6,20,punjabi,banjara hills,64,0.72,0.235294118,4.4,4.2
536,himayatnagar,hyderabad,muddapappu avakai.com,300,3.9,100,south indian,himayath nagar,31,0.78,0.176470588,4.9,3.4
537,narayanguda,hyderabad,old mumbai ice cream,200,3.7,20,ice cream,himayath nagar,28,0.74,0.117647059,4.6,2.8
538,himayatnagar,hyderabad,waffle studio,300,3.6,100,"snacks,indian",himayath nagar,36,0.72,0.176470588,3.1,3.9
539,banjara hills,hyderabad,krispy kreme,170,4.3,100,desserts  beverages,g v k  one   mall,54,0.86,0.1,3.6,4.3
540,kachiguda,hyderabad,cake affair,400,2.9,80,bakery,nampally,36,0.58,0.235294118,2.8,4.2
541,malkajgiri,hyderabad,inti bhojnam,300,3.3,20,south indian,tarnaka  nacharam & malkajigiri,82,0.66,0.176470588,4.9,3.1
542,khairtabad,hyderabad,express cafe by holiday inn express,800,2.9,80,"indian,chinese",somajiguda,67,0.58,0.470588235,4,3.8
543,saidabad,hyderabad,devikas kitchen - multi cuisine,500,2.9,80,"indian,fast food,snacks",saidabad,52,0.58,0.294117647,3.1,3.8
544,banjara hills,hyderabad,slurpy shakes,200,3.9,50,beverages,banjara hills,63,0.78,0.117647059,4.2,4.3
545,banjara hills,hyderabad,cupcake bliss cake & desserts,200,4.1,100,desserts  bakery  ice cream,banjara hills,62,0.82,0.117647059,4,3.4
546,khairtabad,hyderabad,hilton restaurant,300,4.2,1000,"north indian,chinese,biryani",somajiguda & khairtabad,47,0.84,0.176470588,3.4,4.5
547,kothapet,hyderabad,zest kitchen,250,3.7,100,"indian,north indian,chinese,biryani,tandoor",roadnumber1srkpuram,63,0.74,0.147058824,2.8,4.1
548,banjara hills,hyderabad,sundae everyday ice cream,200,3.9,50,"desserts,ice cream",banjara hills,64,0.78,0.117647059,4.2,2.6
549,banjara hills,hyderabad,the dessert zone,300,4.1,100,"bakery,desserts,ice cream,beverages",banjara hills,63,0.82,0.176470588,3.8,3.9
550,mehdipatnam,hyderabad,al madina chicken haleem,150,3.3,20,"north indian,chinese,biryani",migh colony,48,0.66,0.088235294,4.4,4.7
551,banjara hills,hyderabad,warmoven cake & desserts,200,4.2,500,"bakery,desserts,ice cream",banjara hills,64,0.84,0.117647059,3.8,3.9
552,khairtabad,hyderabad,teju mess,200,4,50,south indian,somajiguda & khairtabad,47,0.8,0.117647059,4.6,2.9
553,kothapet,hyderabad,occasionkart.com,800,2.9,80,"desserts,bakery",chaitanyapuri,52,0.58,0.470588235,3.9,3.8
554,humayun nagar,hyderabad,gulbarga's mama puri & special snacks,149,4.1,100,"snacks,desserts",mehdipatnam,52,0.82,0.087647059,3.9,4.4
555,himayatnagar,hyderabad,samosa singh,100,4,500,"fast food,snacks,north indian,desserts,beverages,street food,combo",jawahar nagar,37,0.8,0.058823529,4.7,2.8
556,new nallakunta,hyderabad,sri siddhartha tiffins and meals,150,4.3,1000,"beverages,south indian",nallakunta & vidyanagar,35,0.86,0.088235294,3.5,4.5
557,ameerpet,hyderabad,2 chefs cafe,100,3.9,100,snacks  fast food  beverages,ameerpet,62,0.78,0.058823529,2.8,2.9
558,zamistanpur,hyderabad,snehitha restaurant,160,4.4,100,"south indian,indian",himayath nagar,37,0.88,0.094117647,2.6,3.8
559,banjara hills,hyderabad,chandni chowk,150,3.8,50,north indian  combo  street food  fast food  beverages,banjara hills,49,0.76,0.088235294,4.4,3.5
560,begumpet,hyderabad,retro junks,150,4.6,50,snacks,somajiguda & khairtabad,67,0.92,0.088235294,4.1,3.1
561,new nallakunta,hyderabad,pizza hut,350,3.7,500,pizzas  fast food,shivam road,46,0.74,0.205882353,4.3,4.1
562,new gayatri nagar,hyderabad,wholesale cakes,300,3.4,50,bakery  desserts,kothapet & dilsukhnagar,67,0.68,0.176470588,3,2.6
563,kothapet,hyderabad,kings natraj bakers,300,4,20,fast food,manikonda,56,0.8,0.176470588,2.8,4.4
564,lb nagar,hyderabad,sri venkateshwara tiffin's,300,2.9,80,north indian,lb nagar,77,0.58,0.176470588,2.5,3.8
565,kalyan nagar x roads,hyderabad,gelatica gelato - ice cream & sorbet the finest,200,4.5,50,ice cream  desserts,ameerpet,71,0.9,0.117647059,3.4,4.7
566,new gayatri nagar,hyderabad,special cakes,200,2.9,80,desserts,kothapet & dilsukhnagar,74,0.58,0.117647059,4,3.8
567,dilsukhnagar,hyderabad,wok 21 chinese,400,3.8,20,"chinese,north indian",kothapet & dilsukhnagar,46,0.76,0.235294118,3.5,2.6
568,uppal,hyderabad,madhusudhanreddy hotel,150,3.6,20,"south indian,chinese,biryani",uppal,60,0.72,0.088235294,3.6,2.9
569,amberpet,hyderabad,bhagmati biryani,250,3.6,100,"biryani,telangana",nallakunta & vidyanagar,41,0.72,0.147058824,4.8,4.5
570,himayatnagar,hyderabad,brownie heaven,200,2.9,80,desserts,himayath nagar,38,0.58,0.117647059,3.4,3.7
571,koti,hyderabad,balaji dhaba,400,3.6,100,"north indian,biryani,chinese,indian,tandoor",himayath nagar,35,0.72,0.235294118,3.8,3.6
572,abids,hyderabad,kamath hotel,200,4.4,500,south indian,abids & koti,29,0.88,0.117647059,4.5,3.3
573,new malakpet,hyderabad,steves kitchen,200,3.7,50,"chinese,indian,snacks",kothapet & dilsukhnagar,48,0.74,0.117647059,3.5,3.2
574,toli chowki,hyderabad,sounds cheesy,300,4.1,100,indian,tolichowki,73,0.82,0.176470588,4.1,4.9
575,narayanguda,hyderabad,rolls & bowls by feedx,200,3.5,100,"fast food,north indian,snacks,salads,beverages,indian,pastas",himayath nagar,32,0.7,0.117647059,4.7,3.6
576,new malakpet,hyderabad,grill station,200,3.9,20,indian,kothapet & dilsukhnagar,44,0.78,0.117647059,4.9,4.7
577,uppal,hyderabad,marrakesh,300,3.8,100,"biryani,north indian,arabian,lebanese",uppal,72,0.76,0.176470588,2.9,4.1
578,uppal,hyderabad,urban orient express,300,3.6,100,"chinese,thai,seafood,asian",uppal,72,0.72,0.176470588,4.8,4.6
579,himayatnagar,hyderabad,the exotic shawarma,250,3.8,50,"arabian,fast food",himayath nagar,44,0.76,0.147058824,3.7,4.6
580,banjara hills,hyderabad,nasheman hotel  altaf bakery,500,4.1,50,"hyderabadi,tandoor,kebabs,grill,biryani",nai basthi ahmed nagar,50,0.82,0.294117647,3.1,4.9
581,abids,hyderabad,sohanlal tea time,160,2.9,80,beverages  south indian,somajiguda & khairtabad,35,0.58,0.094117647,3.6,4.2
582,narayanguda,hyderabad,chickpet donne biryani house,400,3.7,100,indian,himayath nagar,28,0.74,0.235294118,5,4.5
583,banjara hills,hyderabad,swastik udupi vef,48,3.4,20,"south indian,snacks",banjara hills,35,0.68,0.028235294,3.7,4.3
584,abids,hyderabad,natural ice cream,150,4.3,100,ice cream,abids,33,0.86,0.088235294,3.3,4
585,banjara hills,hyderabad,haldirams,200,4.3,500,"snacks,indian",banjara hills,63,0.86,0.117647059,4.1,4.3
586,karkhana,hyderabad,haldirams,250,4.3,1000,indian  fast food,kharkhana & trimulgherry,67,0.86,0.147058824,3.1,4.3
587,padma nagar colony,hyderabad,mjr pan shop,100,4.2,20,"paan,indian",santoshnagar & saidabad,67,0.84,0.058823529,2.7,2.6
588,banjara hills,hyderabad,fishland express,350,3.8,500,"biryani,chinese,south indian,north indian,tandoor",banjara hills,61,0.76,0.205882353,2.8,3.8
589,gowlipura,hyderabad,homely kitchen,200,3.8,20,north indian,kothapet & dilsukhnagar,53,0.76,0.117647059,2.8,4.5
590,himayatnagar,hyderabad,grabz,250,3.8,50,"italian,continental",himayath nagar,35,0.76,0.147058824,2.9,3.1
591,toli chowki,hyderabad,great bakers,300,4.1,50,"italian,pizzas,pastas,indian,desserts,american",tolichowki,76,0.82,0.176470588,2.8,3.7
592,banjara hills,hyderabad,spice 6 global dining,900,4.2,100,"indian,fast food,chinese,arabian,desserts",banjara hills,55,0.84,0.529411765,4.1,3.6
593,himayath nagar,hyderabad,krishna idli and dosa,250,3.9,100,"south indian,chinese,pizzas,andhra,hyderabadi,maharashtrian,fast food,salads,beverages,north indian",agarwal chambers,29,0.78,0.147058824,3,3.5
594,banjara hills,hyderabad,chickn wickn,200,3.9,20,"north indian,chinese,biryani",banjara hills,61,0.78,0.117647059,3.4,2.8
595,himayatnagar,hyderabad,momo cafe,250,3.6,100,chinese,chikkadpally,34,0.72,0.147058824,4.7,3.8
596,gowliguda,hyderabad,shawarma and chinese fast food,300,2.9,80,indian,himayath nagar,34,0.58,0.176470588,3.7,3.6
